user_id,persona,date,merchant,item,kategori,qty,nominal,total_harga,payment_method,combined_text,spending_level,month,day_name,is_weekend,hour,time_category,item_length,word_count,is_digital_payment
U005,anak_sultan,2024-01-02 10:02:00,miniso,miniso official tas selempang wanita tas selempang bahu,belanja,3,133758,401274,dana,miniso miniso official tas selempang wanita tas selempang bahu,high,1,tuesday,0,10,morning,55,9,1
U005,anak_sultan,2024-01-02 17:20:00,playstation store,voucher psn indonesia,hiburan,1,135342,135342,gopay,playstation store voucher psn indonesia,medium,1,tuesday,0,17,evening,21,5,1
U001,anak_kos,2024-01-02 22:26:00,shell,shell super,transport,1,160947,160947,ovo,shell shell super,medium,1,tuesday,0,22,night,11,3,1
U001,anak_kos,2024-01-02 23:57:00,laundryklin,laundry kiloan 3kg,kebutuhan rumah,2,19646,39292,ovo,laundryklin laundry kiloan 3kg,low,1,tuesday,0,23,night,18,4,1
U001,anak_kos,2024-01-03 00:26:00,gojek,goride,transport,1,22220,22220,dana,gojek goride,low,1,wednesday,0,0,night,6,2,1
U003,mahasiswa,2024-01-03 00:33:00,shopee official store,jago mie instan 34 gram 1 dus isi 40 bgks,makanan & minuman,1,53449,53449,qris,shopee official store jago mie instan 34 gram 1 dus isi 40 bgks,medium,1,wednesday,0,0,night,41,13,1
U004,ibu_rumah_tangga,2024-01-03 00:47:00,k24,scotts emulsion vita orange 200ml,kesehatan,1,54961,54961,ovo,k24 scotts emulsion vita orange 200ml,medium,1,wednesday,0,0,night,33,6,1
U001,anak_kos,2024-01-03 01:30:00,shopee official store,10 pcs best wok mi hot hits pack,makanan & minuman,1,39431,39431,qris,shopee official store 10 pcs best wok mi hot hits pack,low,1,wednesday,0,1,night,32,11,1
U004,ibu_rumah_tangga,2024-01-03 01:43:00,k24,vitamin b comp pim tablet,kesehatan,1,1425,1425,debit card,k24 vitamin b comp pim tablet,low,1,wednesday,0,1,night,25,6,0
U005,anak_sultan,2024-01-03 03:21:00,playstation store,voucher psn indonesia,hiburan,1,139790,139790,cash,playstation store voucher psn indonesia,medium,1,wednesday,0,3,night,21,5,0
U004,ibu_rumah_tangga,2024-01-03 04:52:00,first media,tagihan tv kabel,tagihan & utilitas,1,432742,432742,gopay,first media tagihan tv kabel,high,1,wednesday,0,4,night,16,5,1
U002,karyawan,2024-01-03 07:54:00,transjogja,tiket bus transjogja,transport,1,3296,3296,cash,transjogja tiket bus transjogja,low,1,wednesday,0,7,morning,20,4,0
U004,ibu_rumah_tangga,2024-01-03 12:33:00,first media,tagihan tv kabel,tagihan & utilitas,1,414891,414891,debit card,first media tagihan tv kabel,high,1,wednesday,0,12,afternoon,16,5,0
U004,ibu_rumah_tangga,2024-01-03 13:06:00,k24,vitamin c triman 500mg kaplet,kesehatan,1,7594,7594,gopay,k24 vitamin c triman 500mg kaplet,low,1,wednesday,0,13,afternoon,29,6,1
U004,ibu_rumah_tangga,2024-01-03 14:40:00,miniso,miniso boneka lucu shiba inu bantal tidur mainan mewah cute plush toy 33cm,kebutuhan rumah,3,101282,303846,cash,miniso miniso boneka lucu shiba inu bantal tidur mainan mewah cute plush toy 33cm,high,1,wednesday,0,14,afternoon,74,14,0
U005,anak_sultan,2024-01-03 15:13:00,youtube premium,langganan youtube premium,hiburan,1,72427,72427,ovo,youtube premium langganan youtube premium,medium,1,wednesday,0,15,evening,25,5,1
U002,karyawan,2024-01-03 20:46:00,timezone,top up kartu game,hiburan,1,102928,102928,gopay,timezone top up kartu game,medium,1,wednesday,0,20,night,17,5,1
U002,karyawan,2024-01-04 03:13:00,miniso,miniso parfum wanita 30ml dreamland eau de toilette lady perfumes tahan lama,belanja,3,61053,183159,cash,miniso miniso parfum wanita 30ml dreamland eau de toilette lady perfumes tahan lama,medium,1,thursday,0,3,night,76,13,0
U003,mahasiswa,2024-01-04 05:05:00,kai access,tiket kereta ekonomi,transport,1,136936,136936,qris,kai access tiket kereta ekonomi,medium,1,thursday,0,5,morning,20,5,1
U001,anak_kos,2024-01-04 08:59:00,traveloka,tiket pesawat domestik,transport,1,791886,791886,ovo,traveloka tiket pesawat domestik,high,1,thursday,0,8,morning,22,4,1
U004,ibu_rumah_tangga,2024-01-04 10:34:00,telkomsel,paket internet 25gb,tagihan & utilitas,1,69209,69209,ovo,telkomsel paket internet 25gb,medium,1,thursday,0,10,morning,19,4,1
U002,karyawan,2024-01-04 15:22:00,bluebird,taksi bluebird,transport,1,74299,74299,cash,bluebird taksi bluebird,medium,1,thursday,0,15,evening,14,3,0
U004,ibu_rumah_tangga,2024-01-04 16:05:00,k24,fundifar tablet,kesehatan,1,6946,6946,cash,k24 fundifar tablet,low,1,thursday,0,16,evening,15,3,0
U002,karyawan,2024-01-04 18:10:00,spotify,spotify premium individual,hiburan,1,58790,58790,debit card,spotify spotify premium individual,medium,1,thursday,0,18,evening,26,4,0
U003,mahasiswa,2024-01-04 19:12:00,superindo,yogurt cimory,makanan & minuman,1,10814,10814,qris,superindo yogurt cimory,low,1,thursday,0,19,night,13,3,1
U005,anak_sultan,2024-01-04 23:35:00,superindo,minyak goreng bimoli 2l,makanan & minuman,1,40310,40310,debit card,superindo minyak goreng bimoli 2l,low,1,thursday,0,23,night,23,5,0
U004,ibu_rumah_tangga,2024-01-05 00:06:00,miniso,miniso memory foam u shape bantal leher mickey mouse,kebutuhan rumah,5,101354,506770,ovo,miniso miniso memory foam u shape bantal leher mickey mouse,high,1,friday,0,0,night,52,10,1
U002,karyawan,2024-01-05 00:26:00,playstation store,voucher psn indonesia,hiburan,1,162483,162483,ovo,playstation store voucher psn indonesia,medium,1,friday,0,0,night,21,5,1
U005,anak_sultan,2024-01-05 02:27:00,spotify,spotify premium individual,hiburan,1,63564,63564,gopay,spotify spotify premium individual,medium,1,friday,0,2,night,26,4,1
U004,ibu_rumah_tangga,2024-01-05 03:15:00,miniso,miniso official little pudding series set brush kosmetik make up profesional kuas eyeshadow kuas concealer kuas pero,kebutuhan rumah,4,31042,124168,debit card,miniso miniso official little pudding series set brush kosmetik make up profesional kuas eyeshadow kuas concealer kuas pero,medium,1,friday,0,3,night,116,18,0
U004,ibu_rumah_tangga,2024-01-05 06:21:00,xl axiata,paket data xtra combo,tagihan & utilitas,1,66248,66248,cash,xl axiata paket data xtra combo,medium,1,friday,0,6,morning,21,6,0
U005,anak_sultan,2024-01-05 08:45:00,indomaret,pocari sweat,makanan & minuman,2,9496,18992,debit card,indomaret pocari sweat,low,1,friday,0,8,morning,12,3,0
U002,karyawan,2024-01-05 14:09:00,miniso,miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,belanja,2,134402,268804,qris,miniso miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,high,1,friday,0,14,afternoon,101,17,1
U002,karyawan,2024-01-05 17:57:00,disney hotstar,langganan disney bulanan,hiburan,1,66086,66086,ovo,disney hotstar langganan disney bulanan,medium,1,friday,0,17,evening,24,5,1
U003,mahasiswa,2024-01-05 18:06:00,fotokopi jaya,fotokopi dokumen,pendidikan,1,2936,2936,cash,fotokopi jaya fotokopi dokumen,low,1,friday,0,18,evening,16,4,0
U004,ibu_rumah_tangga,2024-01-05 20:35:00,enervon official,vitamin c 1000mg enervon c 30 tab,kesehatan,1,83327,83327,cash,enervon official vitamin c 1000mg enervon c 30 tab,medium,1,friday,0,20,night,33,9,0
U001,anak_kos,2024-01-06 02:42:00,bluebird,taksi bluebird,transport,1,77198,77198,qris,bluebird taksi bluebird,medium,1,saturday,1,2,night,14,3,1
U005,anak_sultan,2024-01-06 07:52:00,superindo,beras ramos 5kg,makanan & minuman,2,83602,167204,ovo,superindo beras ramos 5kg,medium,1,saturday,1,7,morning,15,4,1
U002,karyawan,2024-01-06 10:38:00,bluebird,taksi bluebird,transport,1,71245,71245,dana,bluebird taksi bluebird,medium,1,saturday,1,10,morning,14,3,1
U004,ibu_rumah_tangga,2024-01-06 13:11:00,smartfren,unlimited nonstop,tagihan & utilitas,1,96480,96480,dana,smartfren unlimited nonstop,medium,1,saturday,1,13,afternoon,17,3,1
U003,mahasiswa,2024-01-06 13:13:00,spbu vivo,revvo 90,transport,1,119669,119669,dana,spbu vivo revvo 90,medium,1,saturday,1,13,afternoon,8,4,1
U002,karyawan,2024-01-06 13:28:00,indomaret,aqua 600ml,makanan & minuman,2,5034,10068,qris,indomaret aqua 600ml,low,1,saturday,1,13,afternoon,10,3,1
U004,ibu_rumah_tangga,2024-01-06 13:31:00,shopeepay,bayar tagihan listrik,tagihan & utilitas,1,188396,188396,cash,shopeepay bayar tagihan listrik,medium,1,saturday,1,13,afternoon,21,4,0
U003,mahasiswa,2024-01-06 18:00:00,trendyfashion,pulpen gel hitam premium quality,pendidikan,1,54503,54503,gopay,trendyfashion pulpen gel hitam premium quality,medium,1,saturday,1,18,evening,32,6,1
U005,anak_sultan,2024-01-06 19:43:00,disney hotstar,langganan disney bulanan,hiburan,1,62855,62855,gopay,disney hotstar langganan disney bulanan,medium,1,saturday,1,19,night,24,5,1
U004,ibu_rumah_tangga,2024-01-06 23:36:00,miniso,miniso boneka lucu shiba inu bantal tidur mainan mewah cute plush toy 33cm,kebutuhan rumah,3,109619,328857,gopay,miniso miniso boneka lucu shiba inu bantal tidur mainan mewah cute plush toy 33cm,high,1,saturday,1,23,night,74,14,1
U004,ibu_rumah_tangga,2024-01-06 23:43:00,smartfren,unlimited nonstop,tagihan & utilitas,1,84999,84999,qris,smartfren unlimited nonstop,medium,1,saturday,1,23,night,17,3,1
U002,karyawan,2024-01-07 02:12:00,steam,top up steam wallet,hiburan,1,118616,118616,gopay,steam top up steam wallet,medium,1,sunday,1,2,night,19,5,1
U003,mahasiswa,2024-01-07 02:42:00,parkir plaza,parkir mobil,transport,1,9369,9369,cash,parkir plaza parkir mobil,low,1,sunday,1,2,night,12,4,0
U002,karyawan,2024-01-07 03:53:00,miniso,miniso boneka karangan bunga bayi lucu imut tidur natal garland doll hadiah anak,belanja,3,80698,242094,dana,miniso miniso boneka karangan bunga bayi lucu imut tidur natal garland doll hadiah anak,high,1,sunday,1,3,night,80,14,1
U003,mahasiswa,2024-01-07 04:25:00,parkir plaza,parkir mobil,transport,1,9299,9299,debit card,parkir plaza parkir mobil,low,1,sunday,1,4,night,12,4,0
U001,anak_kos,2024-01-07 05:26:00,shell,shell super,transport,1,152677,152677,dana,shell shell super,medium,1,sunday,1,5,morning,11,3,1
U004,ibu_rumah_tangga,2024-01-07 06:10:00,indihome,tagihan internet bulanan,tagihan & utilitas,1,341375,341375,cash,indihome tagihan internet bulanan,high,1,sunday,1,6,morning,24,4,0
U002,karyawan,2024-01-07 12:23:00,transjogja,tiket bus transjogja,transport,1,3278,3278,qris,transjogja tiket bus transjogja,low,1,sunday,1,12,afternoon,20,4,1
U005,anak_sultan,2024-01-07 16:04:00,miniso,miniso official plastic water bottle we bare bear straw cup type b with straw,belanja,3,60579,181737,qris,miniso miniso official plastic water bottle we bare bear straw cup type b with straw,medium,1,sunday,1,16,evening,77,15,1
U002,karyawan,2024-01-07 16:33:00,miniso,miniso tas penyimpanan travel bag multifungsi baju praktis organizer pouch makeup organizer,belanja,3,32825,98475,ovo,miniso miniso tas penyimpanan travel bag multifungsi baju praktis organizer pouch makeup organizer,medium,1,sunday,1,16,evening,91,13,1
U004,ibu_rumah_tangga,2024-01-07 16:41:00,bpjs,iuran bpjs kesehatan,tagihan & utilitas,1,141756,141756,qris,bpjs iuran bpjs kesehatan,medium,1,sunday,1,16,evening,20,4,1
U004,ibu_rumah_tangga,2024-01-07 18:13:00,depot air minum,isi galon air,kebutuhan rumah,4,7344,29376,gopay,depot air minum isi galon air,low,1,sunday,1,18,evening,13,6,1
U003,mahasiswa,2024-01-07 18:19:00,tol indonesia,top up e toll,transport,1,109867,109867,qris,tol indonesia top up e toll,medium,1,sunday,1,18,evening,13,6,1
U004,ibu_rumah_tangga,2024-01-07 21:55:00,k24,vitamin b1 ipi,kesehatan,1,7598,7598,qris,k24 vitamin b1 ipi,low,1,sunday,1,21,night,14,4,1
U004,ibu_rumah_tangga,2024-01-08 01:47:00,k24,vitamin c phapros 250mg tablet,kesehatan,1,6293,6293,gopay,k24 vitamin c phapros 250mg tablet,low,1,monday,0,1,night,30,6,1
U001,anak_kos,2024-01-08 02:25:00,indomaret,aqua 600ml,makanan & minuman,1,3053,3053,dana,indomaret aqua 600ml,low,1,monday,0,2,night,10,3,1
U003,mahasiswa,2024-01-08 05:50:00,superindo,daging ayam fillet,makanan & minuman,1,54711,54711,debit card,superindo daging ayam fillet,medium,1,monday,0,5,morning,18,4,0
U003,mahasiswa,2024-01-08 10:45:00,print station,print warna a4,pendidikan,1,4915,4915,gopay,print station print warna a4,low,1,monday,0,10,morning,14,5,1
U004,ibu_rumah_tangga,2024-01-08 18:16:00,k24,becefort kaplet per strip isi 4 kaplet,kesehatan,1,6946,6946,ovo,k24 becefort kaplet per strip isi 4 kaplet,low,1,monday,0,18,evening,38,8,1
U004,ibu_rumah_tangga,2024-01-08 18:20:00,shopee official store,voucher internet premium quality,tagihan & utilitas,1,54194,54194,qris,shopee official store voucher internet premium quality,medium,1,monday,0,18,evening,32,7,1
U001,anak_kos,2024-01-09 00:24:00,spbu vivo,revvo 90,transport,1,115575,115575,dana,spbu vivo revvo 90,medium,1,tuesday,0,0,night,8,4,1
U001,anak_kos,2024-01-09 02:16:00,aqua,isi ulang galon,kebutuhan rumah,1,18866,18866,gopay,aqua isi ulang galon,low,1,tuesday,0,2,night,15,4,1
U002,karyawan,2024-01-09 02:19:00,miniso,miniso diffuser humidifier mist purifier pelembab kipas kw jsq11 cool pelembab udara,belanja,3,130716,392148,qris,miniso miniso diffuser humidifier mist purifier pelembab kipas kw jsq11 cool pelembab udara,high,1,tuesday,0,2,night,84,13,1
U005,anak_sultan,2024-01-09 02:56:00,timezone,top up kartu game,hiburan,1,96049,96049,ovo,timezone top up kartu game,medium,1,tuesday,0,2,night,17,5,1
U001,anak_kos,2024-01-09 03:40:00,eparking,bayar parkir digital,transport,1,4785,4785,gopay,eparking bayar parkir digital,low,1,tuesday,0,3,night,20,4,1
U003,mahasiswa,2024-01-09 05:07:00,indomaret,roti sari roti coklat,makanan & minuman,1,5498,5498,ovo,indomaret roti sari roti coklat,low,1,tuesday,0,5,morning,21,5,1
U002,karyawan,2024-01-09 05:25:00,shopee official store,paket mie instan mix 20 pcs intermie goreng pedas ekomie sakura,makanan & minuman,2,373408,746816,gopay,shopee official store paket mie instan mix 20 pcs intermie goreng pedas ekomie sakura,high,1,tuesday,0,5,morning,63,14,1
U004,ibu_rumah_tangga,2024-01-09 06:07:00,k24,vitamin c triman 500mg kaplet,kesehatan,1,8243,8243,debit card,k24 vitamin c triman 500mg kaplet,low,1,tuesday,0,6,morning,29,6,0
U004,ibu_rumah_tangga,2024-01-09 07:04:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,4,108997,435988,ovo,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,high,1,tuesday,0,7,morning,90,16,1
U005,anak_sultan,2024-01-09 08:00:00,timezone,top up kartu game,hiburan,1,92297,92297,cash,timezone top up kartu game,medium,1,tuesday,0,8,morning,17,5,0
U002,karyawan,2024-01-09 12:10:00,miniso,miniso berkualitas eva sandal kamar empuk sandal anti slip sendal,belanja,1,65213,65213,debit card,miniso miniso berkualitas eva sandal kamar empuk sandal anti slip sendal,medium,1,tuesday,0,12,afternoon,65,11,0
U002,karyawan,2024-01-09 17:01:00,miniso,miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,belanja,2,119772,239544,dana,miniso miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,high,1,tuesday,0,17,evening,101,17,1
U004,ibu_rumah_tangga,2024-01-09 19:29:00,aqua,isi ulang galon,kebutuhan rumah,2,17699,35398,gopay,aqua isi ulang galon,low,1,tuesday,0,19,night,15,4,1
U004,ibu_rumah_tangga,2024-01-09 20:39:00,k24,vitamin c ipi tablet isi 80 tablet,kesehatan,1,10922,10922,qris,k24 vitamin c ipi tablet isi 80 tablet,low,1,tuesday,0,20,night,34,8,1
U004,ibu_rumah_tangga,2024-01-09 21:17:00,pln,token listrik 100k,tagihan & utilitas,1,98578,98578,ovo,pln token listrik 100k,medium,1,tuesday,0,21,night,18,4,1
U004,ibu_rumah_tangga,2024-01-09 21:48:00,k24,vitamin c ipi tablet isi 80 tablet,kesehatan,1,10995,10995,gopay,k24 vitamin c ipi tablet isi 80 tablet,low,1,tuesday,0,21,night,34,8,1
U005,anak_sultan,2024-01-10 00:54:00,warmindo,indomie goreng telur,makanan & minuman,2,13059,26118,ovo,warmindo indomie goreng telur,low,1,wednesday,0,0,night,20,4,1
U001,anak_kos,2024-01-10 01:26:00,superindo,beras ramos 5kg,makanan & minuman,2,75105,150210,ovo,superindo beras ramos 5kg,medium,1,wednesday,0,1,night,15,4,1
U004,ibu_rumah_tangga,2024-01-10 06:14:00,k24,fundifar tablet,kesehatan,1,6727,6727,ovo,k24 fundifar tablet,low,1,wednesday,0,6,morning,15,3,1
U003,mahasiswa,2024-01-10 10:21:00,fotokopi jaya,fotokopi dokumen,pendidikan,1,3051,3051,cash,fotokopi jaya fotokopi dokumen,low,1,wednesday,0,10,morning,16,4,0
U002,karyawan,2024-01-10 12:21:00,playstation store,voucher psn indonesia,hiburan,1,157059,157059,dana,playstation store voucher psn indonesia,medium,1,wednesday,0,12,afternoon,21,5,1
U005,anak_sultan,2024-01-10 13:14:00,indomaret,indomie goreng,makanan & minuman,2,3750,7500,debit card,indomaret indomie goreng,low,1,wednesday,0,13,afternoon,14,3,0
U005,anak_sultan,2024-01-10 14:46:00,indomaret,chitato sapi panggang,makanan & minuman,1,14286,14286,qris,indomaret chitato sapi panggang,low,1,wednesday,0,14,afternoon,21,4,1
U002,karyawan,2024-01-10 18:22:00,netflix,langganan netflix mobile,hiburan,1,49751,49751,gopay,netflix langganan netflix mobile,low,1,wednesday,0,18,evening,24,4,1
U002,karyawan,2024-01-10 19:51:00,grab,grabbike,transport,1,23999,23999,gopay,grab grabbike,low,1,wednesday,0,19,night,8,2,1
U005,anak_sultan,2024-01-11 01:27:00,superindo,nugget fiesta,makanan & minuman,1,36279,36279,dana,superindo nugget fiesta,low,1,thursday,0,1,night,13,3,1
U005,anak_sultan,2024-01-11 06:03:00,disney hotstar,langganan disney bulanan,hiburan,1,62631,62631,qris,disney hotstar langganan disney bulanan,medium,1,thursday,0,6,morning,24,5,1
U004,ibu_rumah_tangga,2024-01-11 15:12:00,k24,scotts emulsion vita orange 200ml,kesehatan,1,56527,56527,dana,k24 scotts emulsion vita orange 200ml,medium,1,thursday,0,15,evening,33,6,1
U002,karyawan,2024-01-11 17:39:00,miniso,miniso parfum garden of mirror eau de parfum,belanja,1,78982,78982,qris,miniso miniso parfum garden of mirror eau de parfum,medium,1,thursday,0,17,evening,44,9,1
U003,mahasiswa,2024-01-11 21:23:00,traveloka,tiket pesawat domestik,transport,1,808082,808082,dana,traveloka tiket pesawat domestik,high,1,thursday,0,21,night,22,4,1
U004,ibu_rumah_tangga,2024-01-11 22:58:00,myrepublic,tagihan wifi rumah,tagihan & utilitas,1,328739,328739,cash,myrepublic tagihan wifi rumah,high,1,thursday,0,22,night,18,4,0
U002,karyawan,2024-01-12 02:26:00,miniso,miniso official we bare bears festival clothing series plush toys,belanja,3,55414,166242,dana,miniso miniso official we bare bears festival clothing series plush toys,medium,1,friday,0,2,night,65,11,1
U004,ibu_rumah_tangga,2024-01-12 05:38:00,k24,vitamin c kf 100mg tablet,kesehatan,1,2467,2467,debit card,k24 vitamin c kf 100mg tablet,low,1,friday,0,5,morning,25,6,0
U005,anak_sultan,2024-01-12 06:09:00,miniso,miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,belanja,3,124541,373623,debit card,miniso miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,high,1,friday,0,6,morning,101,17,0
U002,karyawan,2024-01-12 13:31:00,netflix,langganan netflix mobile,hiburan,1,54035,54035,gopay,netflix langganan netflix mobile,medium,1,friday,0,13,afternoon,24,4,1
U005,anak_sultan,2024-01-12 15:46:00,disney hotstar,langganan disney bulanan,hiburan,1,64539,64539,debit card,disney hotstar langganan disney bulanan,medium,1,friday,0,15,evening,24,5,0
U004,ibu_rumah_tangga,2024-01-12 16:59:00,pln,token listrik 100k,tagihan & utilitas,1,104306,104306,dana,pln token listrik 100k,medium,1,friday,0,16,evening,18,4,1
U001,anak_kos,2024-01-12 18:53:00,aqua,isi ulang galon,kebutuhan rumah,3,20738,62214,ovo,aqua isi ulang galon,medium,1,friday,0,18,evening,15,4,1
U005,anak_sultan,2024-01-13 03:49:00,miniso,miniso masker wajah serum sheet mask peel off nature hydrate face mask organik wanita pelembab kencang lembab sehat,belanja,3,8985,26955,gopay,miniso miniso masker wajah serum sheet mask peel off nature hydrate face mask organik wanita pelembab kencang lembab sehat,low,1,saturday,1,3,night,115,19,1
U003,mahasiswa,2024-01-13 03:50:00,trendyfashion,pulpen gel hitam premium quality,pendidikan,1,46055,46055,ovo,trendyfashion pulpen gel hitam premium quality,low,1,saturday,1,3,night,32,6,1
U004,ibu_rumah_tangga,2024-01-13 05:10:00,miniso,miniso mainan hewan ikan bayi hiu bantal penguin ukuran yang berbeda dari hewan seri boneka biasa,kebutuhan rumah,4,70377,281508,gopay,miniso miniso mainan hewan ikan bayi hiu bantal penguin ukuran yang berbeda dari hewan seri boneka biasa,high,1,saturday,1,5,morning,97,17,1
U002,karyawan,2024-01-13 05:29:00,indomaret,silverqueen mini,makanan & minuman,2,12198,24396,debit card,indomaret silverqueen mini,low,1,saturday,1,5,morning,16,3,0
U004,ibu_rumah_tangga,2024-01-13 06:56:00,miniso,miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,kebutuhan rumah,3,84260,252780,dana,miniso miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,high,1,saturday,1,6,morning,78,12,1
U005,anak_sultan,2024-01-13 07:31:00,superindo,yogurt cimory,makanan & minuman,2,17225,34450,debit card,superindo yogurt cimory,low,1,saturday,1,7,morning,13,3,0
U001,anak_kos,2024-01-13 09:57:00,indomaret,roti sari roti coklat,makanan & minuman,2,10727,21454,gopay,indomaret roti sari roti coklat,low,1,saturday,1,9,morning,21,5,1
U004,ibu_rumah_tangga,2024-01-13 10:37:00,miniso,miniso memory foam u shape bantal leher mickey mouse,kebutuhan rumah,5,104313,521565,debit card,miniso miniso memory foam u shape bantal leher mickey mouse,high,1,saturday,1,10,morning,52,10,0
U005,anak_sultan,2024-01-13 11:29:00,miniso,miniso cangkir tritan lurus seri mickey 600ml botol minum tempat tumbler tritan water bottle,belanja,3,86013,258039,qris,miniso miniso cangkir tritan lurus seri mickey 600ml botol minum tempat tumbler tritan water bottle,high,1,saturday,1,11,afternoon,92,15,1
U002,karyawan,2024-01-13 11:42:00,tol indonesia,top up e toll,transport,1,108597,108597,debit card,tol indonesia top up e toll,medium,1,saturday,1,11,afternoon,13,6,0
U002,karyawan,2024-01-13 20:35:00,spotify,spotify premium individual,hiburan,1,62710,62710,qris,spotify spotify premium individual,medium,1,saturday,1,20,night,26,4,1
U003,mahasiswa,2024-01-13 22:21:00,indomaret,aqua 600ml,makanan & minuman,2,4853,9706,ovo,indomaret aqua 600ml,low,1,saturday,1,22,night,10,3,1
U004,ibu_rumah_tangga,2024-01-14 01:36:00,k24,vitamin c ipi tablet isi 80 tablet,kesehatan,1,12572,12572,qris,k24 vitamin c ipi tablet isi 80 tablet,low,1,sunday,1,1,night,34,8,1
U004,ibu_rumah_tangga,2024-01-14 04:21:00,telkomsel,paket internet 25gb,tagihan & utilitas,1,76909,76909,qris,telkomsel paket internet 25gb,medium,1,sunday,1,4,night,19,4,1
U004,ibu_rumah_tangga,2024-01-14 05:30:00,miniso,miniso matras yoga mat anti slip senam yoga gym matrass fitness karpet matras alat olahraga,kebutuhan rumah,4,107169,428676,cash,miniso miniso matras yoga mat anti slip senam yoga gym matrass fitness karpet matras alat olahraga,high,1,sunday,1,5,morning,91,16,0
U004,ibu_rumah_tangga,2024-01-14 07:09:00,k24,nutrimax c plus junior 1 botol isi 30 tablet kunyah,kesehatan,1,174408,174408,debit card,k24 nutrimax c plus junior 1 botol isi 30 tablet kunyah,medium,1,sunday,1,7,morning,51,11,0
